AOP_id,AOP_title,AOP_short_name,AOP_AO_1,AOP_AO_id_1,AOP_AO_2,AOP_AO_id_2,AOP_AO_3,AOP_AO_id_3,AOP_AO_4,AOP_AO_id_4,AOP_AO_5,AOP_AO_id_5,AOP_AO_6,AOP_AO_id_6,AOP_AO_7,AOP_AO_id_7,AOP_AO_8,AOP_AO_id_8,AOP_AO_9,AOP_AO_id_9,AOP_AO_10,AOP_AO_id_10,AOP_KE_1,AOP_KE_id_1,AOP_KE_2,AOP_KE_id_2,AOP_KE_3,AOP_KE_id_3,AOP_KE_4,AOP_KE_id_4,AOP_KE_5,AOP_KE_id_5,AOP_KE_6,AOP_KE_id_6,AOP_KE_7,AOP_KE_id_7,AOP_KE_8,AOP_KE_id_8,AOP_KE_9,AOP_KE_id_9,AOP_KE_10,AOP_KE_id_10,AOP_MIE_1,AOP_MIE_id_1,AOP_MIE_2,AOP_MIE_id_2,AOP_MIE_3,AOP_MIE_id_3,AOP_MIE_4,AOP_MIE_id_4,AOP_MIE_5,AOP_MIE_id_5,AOP_MIE_6,AOP_MIE_id_6,AOP_MIE_7,AOP_MIE_id_7,AOP_MIE_8,AOP_MIE_id_8,AOP_MIE_9,AOP_MIE_id_9,AOP_MIE_10,AOP_MIE_id_10,stressor_id_1,stressor_name_1,stressor_id_2,stressor_name_2,stressor_id_3,stressor_name_3,stressor_id_4,stressor_name_4,stressor_id_5,stressor_name_5,stressor_id_6,stressor_name_6,stressor_id_7,stressor_name_7,stressor_id_8,stressor_name_8,stressor_id_9,stressor_name_9,stressor_id_10,stressor_name_10,relation_1,upstream_event_id_1,upstream_event_1,downstream_event_id_1,downstream_event_1,relation_2,upstream_event_id_2,upstream_event_2,downstream_event_id_2,downstream_event_2,relation_3,upstream_event_id_3,upstream_event_3,downstream_event_id_3,downstream_event_3,relation_4,upstream_event_id_4,upstream_event_4,downstream_event_id_4,downstream_event_4,relation_5,upstream_event_id_5,upstream_event_5,downstream_event_id_5,downstream_event_5,relation_6,upstream_event_id_6,upstream_event_6,downstream_event_id_6,downstream_event_6,relation_7,upstream_event_id_7,upstream_event_7,downstream_event_id_7,downstream_event_7,relation_8,upstream_event_id_8,upstream_event_8,downstream_event_id_8,downstream_event_8,relation_9,upstream_event_id_9,upstream_event_9,downstream_event_id_9,downstream_event_9,relation_10,upstream_event_id_10,upstream_event_10,downstream_event_id_10,downstream_event_10
405,Organo-Phosphate Chemicals induced inhibition of AChE  leading to impaired cognitive function,Organo-Phosphate Chemicals leading to impaired cognitive function,"Cognitive Function, Decreased ",402,,,,,,,,,,,,,,,,,,,Acetylcholine accumulation in synapses,10,Increased Cholinergic Signaling,39,Decrease of neuronal network function,386,,,,,,,,,,,,,,,Acetylcholinesterase (AchE) Inhibition,12,,,,,,,,,,,,,,,,,,,43,Organophosphates,649,Paraoxon,650,Methyl parathion,651,Ethyl Parathion,80,N-methyl Carbamates,,,,,,,,,,,2715,12,Acetylcholinesterase (AchE) Inhibition,10,Acetylcholine accumulation in synapses,2718,386,Decrease of neuronal network function,402,"Cognitive Function, Decreased ",2716,10,Acetylcholine accumulation in synapses,39,Increased Cholinergic Signaling,2719,39,Increased Cholinergic Signaling,402,"Cognitive Function, Decreased ",2717,39,Increased Cholinergic Signaling,386,Decrease of neuronal network function,,,,,,,,,,,,,,,,,,,,,,,,,
413,Oxidation and antagonism of reduced glutathione leading to mortality via acute renal failure,Oxidation of Reduced Glutathione Leading to Mortality,Increased Mortality,351,,,,,,,,,,,,,,,,,,,"Increased, Reactive oxygen species",1115,"Increased, Lipid peroxidation",1445,"Increase, Necrosis",1607,"Increased, Kidney Failure",759,,,,,,,,,,,,,"Oxidation, Glutathione (To be considered with MIE)",926,,,,,,,,,,,,,,,,,,,664,Uranium,635,Arsenic,665,"Bis(2,4,6-trimethylphenyl)-lambda~2~-germane--selenium (1/1)",,,,,,,,,,,,,,,2793,926,"Oxidation, Glutathione (To be considered with MIE)",1115,"Increased, Reactive oxygen species",2794,1115,"Increased, Reactive oxygen species",1445,"Increased, Lipid peroxidation",2795,1445,"Increased, Lipid peroxidation",1607,"Increase, Necrosis",2796,1607,"Increase, Necrosis",759,"Increased, Kidney Failure",2797,759,"Increased, Kidney Failure",351,Increased Mortality,,,,,,,,,,,,,,,,,,,,,,,,,
31,Oxidation of iron in hemoglobin leading to hematotoxicity,Hemoglobin oxidation leading to hematotoxicity,"N/A, Cyanosis occurs",321,,,,,,,,,,,,,,,,,,,"Altered regulation, Alpha hemoglobin",21,"Propagation, Oxidative stress",211,"Damaging, Red blood cells; hemolysis",250,"Formation, Formation of hemoglobin adducts",118,"Down Regulation, Gulcose-6-phosphate dehydrogenase",131,"Increase, RBC congestion in liver",246,"Increase, Liver and splenic hemosiderosis",161,"N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",173,,,,,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,213,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",211,"Propagation, Oxidative stress",57,213,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",250,"Damaging, Red blood cells; hemolysis",58,213,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",118,"Formation, Formation of hemoglobin adducts",59,250,"Damaging, Red blood cells; hemolysis",246,"Increase, RBC congestion in liver",60,250,"Damaging, Red blood cells; hemolysis",173,"N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",61,250,"Damaging, Red blood cells; hemolysis",161,"Increase, Liver and splenic hemosiderosis",62,211,"Propagation, Oxidative stress",131,"Down Regulation, Gulcose-6-phosphate dehydrogenase",63,213,"N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)",21,"Altered regulation, Alpha hemoglobin",64,173,"N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number",321,"N/A, Cyanosis occurs",65,246,"Increase, RBC congestion in liver",173,"N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number"
296,Oxidative DNA damage leading to chromosomal aberrations and mutations,"Oxidative DNA damage, chromosomal aberrations and mutations","Increase, Mutations",185,"Increase, Chromosomal aberrations",1636,,,,,,,,,,,,,,,,,Inadequate DNA repair,155,"Increase, DNA strand breaks",1635,,,,,,,,,,,,,,,,,"Increase, Oxidative damage to DNA",1634,,,,,,,,,,,,,,,,,,,454,Hydrogen peroxide,455,Potassium bromate,451,Ionizing Radiation,456,Cadmium chloride,457,tert-Butyl hydroperoxide,303,Reactive oxygen species,514,Hydroquinone,515,4-Nitroquinoline 1-oxide,,,,,1907,1634,"Increase, Oxidative damage to DNA",155,Inadequate DNA repair,1905,1634,"Increase, Oxidative damage to DNA",1635,"Increase, DNA strand breaks",1901,155,Inadequate DNA repair,1635,"Increase, DNA strand breaks",1906,1634,"Increase, Oxidative damage to DNA",185,"Increase, Mutations",1902,1635,"Increase, DNA strand breaks",155,Inadequate DNA repair,1927,1635,"Increase, DNA strand breaks",185,"Increase, Mutations",1904,155,Inadequate DNA repair,185,"Increase, Mutations",1903,155,Inadequate DNA repair,1636,"Increase, Chromosomal aberrations",1935,1635,"Increase, DNA strand breaks",1636,"Increase, Chromosomal aberrations",,,,,
411,Oxidative stress Leading to Decreased Lung Function ,Oxidative stress Leading to Decreased Lung Function,"Decrease, Lung function",1250,,,,,,,,,,,,,,,,,,,"Cilia Beat Frequency, Decreased",1908,"Mucociliary Clearance, Decreased",1909,,,,,,,,,,,,,,,,,Oxidative Stress ,1392,,,,,,,,,,,,,,,,,,,319,Acrolein,655,Ozone,645,Cigarette smoke,673,Nitrogen dioxide,667,Diesel engine exhaust,,,,,,,,,,,2779,1392,Oxidative Stress ,1908,"Cilia Beat Frequency, Decreased",2770,1908,"Cilia Beat Frequency, Decreased",1909,"Mucociliary Clearance, Decreased",2771,1909,"Mucociliary Clearance, Decreased",1250,"Decrease, Lung function",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction,Ox stress-mediated CFTR/ASL/CBF/MCC impairment,"Decrease, Lung function",1250,,,,,,,,,,,,,,,,,,,"Cystic Fibrosis Transmembrane Regulator Function, Decreased",1906,"Airway Surface Liquid Height, Decreased ",1907,"Cilia Beat Frequency, Decreased",1908,"Mucociliary Clearance, Decreased",1909,,,,,,,,,,,,,Oxidative Stress ,1392,,,,,,,,,,,,,,,,,,,319,Acrolein,655,Ozone,645,Cigarette smoke,,,,,,,,,,,,,,,2840,1392,Oxidative Stress ,1906,"Cystic Fibrosis Transmembrane Regulator Function, Decreased",2841,1906,"Cystic Fibrosis Transmembrane Regulator Function, Decreased",1907,"Airway Surface Liquid Height, Decreased ",2842,1907,"Airway Surface Liquid Height, Decreased ",1908,"Cilia Beat Frequency, Decreased",2843,1908,"Cilia Beat Frequency, Decreased",1909,"Mucociliary Clearance, Decreased",2844,1909,"Mucociliary Clearance, Decreased",1250,"Decrease, Lung function",,,,,,,,,,,,,,,,,,,,,,,,,
425,Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1,ox stress-mediated FOXJ1/cilia/CBF/MCC impairment,"Decrease, Lung function",1250,,,,,,,,,,,,,,,,,,,"FOXJ1 Protein, Decreased",1911,"Motile Cilia Number/Length, Decreased",1912,"Cilia Beat Frequency, Decreased",1908,"Mucociliary Clearance, Decreased",1909,,,,,,,,,,,,,Oxidative Stress ,1392,,,,,,,,,,,,,,,,,,,645,Cigarette smoke,,,,,,,,,,,,,,,,,,,2845,1392,Oxidative Stress ,1911,"FOXJ1 Protein, Decreased",2846,1911,"FOXJ1 Protein, Decreased",1912,"Motile Cilia Number/Length, Decreased",2847,1912,"Motile Cilia Number/Length, Decreased",1908,"Cilia Beat Frequency, Decreased",2848,1908,"Cilia Beat Frequency, Decreased",1909,"Mucociliary Clearance, Decreased",2849,1909,"Mucociliary Clearance, Decreased",1250,"Decrease, Lung function",,,,,,,,,,,,,,,,,,,,,,,,,
239,Oxidative Stress Leading to ILC2-mediated Respiratory Epithelial Remodeling,Respiratory Oxidative Stress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Pendrin inhibition leading to altered amphibian metamorphosis,Pendrin inhib alters metamorphosis,"Altered, Amphibian metamorphosis",1101,,,,,,,,,,,,,,,,,,,"Thyroid hormone synthesis, Decreased",277," Thyroxine (T4) in serum, Decreased",281,,,,,,,,,,,,,,,,,"Inhibition, Pendrin",1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896,1155,"Inhibition, Pendrin",277,"Thyroid hormone synthesis, Decreased",2814,281," Thyroxine (T4) in serum, Decreased",1101,"Altered, Amphibian metamorphosis",2813,277,"Thyroid hormone synthesis, Decreased",281," Thyroxine (T4) in serum, Decreased",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Peptide Oxidation Leading to Hypertension,Hypertension,Hypertension,952,,,,,,,,,,,,,,,,,,,"KE1 : S-Glutathionylation, eNOS",927,"KE2 : Decrease, GTPCH-1",935,"KE3 : Decrease, Tetrahydrobiopterin",934,"KE4 : Uncoupling, eNOS",932,"KE6 : Depletion, Nitric Oxide",933,"KE7 : Impaired, Vasodilation",937,"KE8 : Increase, Vascular Resistance",951,"KE5 : Decrease, AKT/eNOS activity",973,,,,,Peptide Oxidation,209,,,,,,,,,,,,,,,,,,,303,Reactive oxygen species,,,,,,,,,,,,,,,,,,,639,209,Peptide Oxidation,935,"KE2 : Decrease, GTPCH-1",641,927,"KE1 : S-Glutathionylation, eNOS",932,"KE4 : Uncoupling, eNOS",642,935,"KE2 : Decrease, GTPCH-1",934,"KE3 : Decrease, Tetrahydrobiopterin",643,934,"KE3 : Decrease, Tetrahydrobiopterin",932,"KE4 : Uncoupling, eNOS",644,932,"KE4 : Uncoupling, eNOS",933,"KE6 : Depletion, Nitric Oxide",645,933,"KE6 : Depletion, Nitric Oxide",937,"KE7 : Impaired, Vasodilation",646,937,"KE7 : Impaired, Vasodilation",951,"KE8 : Increase, Vascular Resistance",647,951,"KE8 : Increase, Vascular Resistance",952,Hypertension,656,973,"KE5 : Decrease, AKT/eNOS activity",933,"KE6 : Depletion, Nitric Oxide",657,209,Peptide Oxidation,973,"KE5 : Decrease, AKT/eNOS activity"
11,Percellome Toxicogenomics Approach for AOP Building: Case study on Pentachlorophenol,Pentachlorophenol Acute Response by Percellome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Activation, PXR/SXR",245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis,"Increased, Liver Steatosis",459,,,,,,,,,,,,,,,,,,,"Accumulation, Fatty acid",327,"Decreased, HSD17B10 expression",140,"Decreased, Mitochondrial fatty acid beta-oxidation",179,"Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity",8,,,,,,,,,,,,,"Decreased, PPAR-alpha activation",231,"Decreased, PPAR-beta activation",232,"Decreased, PPAR-gamma activation",233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,231,"Decreased, PPAR-alpha activation",140,"Decreased, HSD17B10 expression",88,179,"Decreased, Mitochondrial fatty acid beta-oxidation",327,"Accumulation, Fatty acid",89,8,"Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity",179,"Decreased, Mitochondrial fatty acid beta-oxidation",90,140,"Decreased, HSD17B10 expression",8,"Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity",91,232,"Decreased, PPAR-beta activation",140,"Decreased, HSD17B10 expression",92,233,"Decreased, PPAR-gamma activation",140,"Decreased, HSD17B10 expression",1526,327,"Accumulation, Fatty acid",459,"Increased, Liver Steatosis",,,,,,,,,,,,,,,
206,Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis,PPARγ inactivation leading to lung fibrosis,Lung fibrosis,1276,,,,,,,,,,,,,,,,,,,Activation of TGF-β signaling,1271,"Increase, Inflammation",149,Collagen Deposition,1275,"Induction, Epithelial Mesenchymal Transition",1457,,,,,,,,,,,,,Inactivation of PPARγ,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090,1270,Inactivation of PPARγ,1271,Activation of TGF-β signaling,1614,149,"Increase, Inflammation",1457,"Induction, Epithelial Mesenchymal Transition",1096,1275,Collagen Deposition,1276,Lung fibrosis,1700,1271,Activation of TGF-β signaling,149,"Increase, Inflammation",1701,1457,"Induction, Epithelial Mesenchymal Transition",1275,Collagen Deposition,,,,,,,,,,,,,,,,,,,,,,,,,
209,Perturbation of cholesterol and glutathione homeostasis leading to hepatotoxicity: Integrated multi-OMICS approach for building AOP ,Cholesterol and glutathione leading to hepatotoxicity: Multi-OMICS approach,Hepatotoxicity,1291,,,,,,,,,,,,,,,,,,,"Up Regulation, SREBF2",1284,"Up Regulation, Unsaturated fatty acid",1285,"Down Regulation, GSS and GSTs gene",1286,Glutathione synthesis,1287,"Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene",1288,Perturbation of cholesterol,1289,Glutathione homeostasis,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,254,Silica nanoparticles,,,,,,,,,,,,,,,,,,,1108,1284,"Up Regulation, SREBF2",1285,"Up Regulation, Unsaturated fatty acid",1109,1285,"Up Regulation, Unsaturated fatty acid",1289,Perturbation of cholesterol,1110,1286,"Down Regulation, GSS and GSTs gene",1287,Glutathione synthesis,1111,1287,Glutathione synthesis,1288,"Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene",1112,1288,"Activation, 3-hydroxy-3-methylglutaryl-CoA reductase gene",1289,Perturbation of cholesterol,1113,1286,"Down Regulation, GSS and GSTs gene",1290,Glutathione homeostasis,1114,1289,Perturbation of cholesterol,1291,Hepatotoxicity,1115,1290,Glutathione homeostasis,1291,Hepatotoxicity,,,,,,,,,,
130,Phospholipase A2 (LPLA2) inhibitors leading to hepatotoxicity,"Inhibition of LPLA2, hepatotoxicity ","Formation, Liver fibrosis",840,,,,,,,,,,,,,,,,,,,"Damage, Lipid bilayer",829,"Disturbance, Lysosomal function",831,"Injury, Mitochondria",832,"Occurrence, Cytoplasmic vacuolization (hepatocyte)",833,"Occurrence, Ballooning degeneration (hepatocyte)",835,"Occurrence, Cytoplasmic vacuolization (kupffer cell)",837,"Induction, Microvesicular fat",838,"Formation, Mallory body",839,"Occurrence, Cytoplasmic vacuolization (Bile duct cell)",836,,,"Inhibition, Phospholipase A",828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,828,"Inhibition, Phospholipase A",829,"Damage, Lipid bilayer",518,828,"Inhibition, Phospholipase A",831,"Disturbance, Lysosomal function",519,828,"Inhibition, Phospholipase A",832,"Injury, Mitochondria",520,829,"Damage, Lipid bilayer",833,"Occurrence, Cytoplasmic vacuolization (hepatocyte)",521,829,"Damage, Lipid bilayer",835,"Occurrence, Ballooning degeneration (hepatocyte)",522,829,"Damage, Lipid bilayer",836,"Occurrence, Cytoplasmic vacuolization (Bile duct cell)",523,829,"Damage, Lipid bilayer",837,"Occurrence, Cytoplasmic vacuolization (kupffer cell)",524,831,"Disturbance, Lysosomal function",833,"Occurrence, Cytoplasmic vacuolization (hepatocyte)",525,831,"Disturbance, Lysosomal function",835,"Occurrence, Ballooning degeneration (hepatocyte)",526,831,"Disturbance, Lysosomal function",836,"Occurrence, Cytoplasmic vacuolization (Bile duct cell)"
371,Photosystem II antagonism leading to growth inhibition via dysregulation of growth hormone,PSII antagonism leading to growth inhibition via dysregulation of growth hormone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Photosystem II antagonism leading to growth inhibition via oxidative damage,PSII antagonism leading to growth inhibition via oxidative damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Photosystem II antagonism leading to growth inhibition via suppression of photosynthesis,PSII antagonism leading to growth inhibition via suppression of photosynthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PLK1 Activation leading to hepatocyte apoptosis-associate liver injury via autophagy-mediated excessive COX6A1 degradation and impaired function of mitochondrial respiratory chain complex IV ,PLK1 Activation and COX6A1 degradation leading to hepatocyte apoptosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PM-related Adverse outcome pathway frameworks on various systems,PM-related AOP frameworks on various systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PM2.5-related AOP frameworks on liver diseases,PM2.5-related AOP frameworks on liver diseases,,,,,,,,,,,,,,,,,,,,,Endoplasmic reticulum stress,2017,Insulin resistance,2018,Non-alcoholic fatty liver disease,2019,"Inhibition, Fatty acid oxidation ",2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PPARalpha activation leading to pancreatic acinar tumors in the rat and mouse,PPARα activation and pancreatic acinar tumors,"Increased, Pancreatic acinar tumors",1063,,,,,,,,,,,,,,,,,,,"Increased, PPAR-alpha activation",1057,"Decreased, bile flow",1058,"Increased, cholestasis",1059,"Alteration, lipid metabolism",1060,"prolonged, elevation of serun CCK",1061,"Increased, Cellular proliferation / hyperplasia of acinar cells",1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,PERFLUOROOCTANOIC ACID,,,,,,,,,,,,,,,,,,,760,1057,"Increased, PPAR-alpha activation",1058,"Decreased, bile flow",761,1057,"Increased, PPAR-alpha activation",1059,"Increased, cholestasis",762,1057,"Increased, PPAR-alpha activation",1060,"Alteration, lipid metabolism",763,1061,"prolonged, elevation of serun CCK",1062,"Increased, Cellular proliferation / hyperplasia of acinar cells",764,1062,"Increased, Cellular proliferation / hyperplasia of acinar cells",1063,"Increased, Pancreatic acinar tumors",765,1059,"Increased, cholestasis",1061,"prolonged, elevation of serun CCK",766,1058,"Decreased, bile flow",1059,"Increased, cholestasis",,,,,,,,,,,,,,,
323,PPARalpha Agonism Leading to Decreased Viable Offspring via Decreased 11-Ketotestosterone,PPARa Agonism Impairs Fish Reproduction,"Decreased, Viable Offspring",2147,"Decrease, Population growth rate",360,,,,,,,,,,,,,,,,,"Decreased, cholesterol",807,"Decreased,  plasma 11-ketotestosterone level",1756,"Impaired, Spermatogenesis",1758,,,,,,,,,,,,,,,"Activation, PPARα",227,,,,,,,,,,,,,,,,,,,191,Clofibrate,208,Gemfibrozil,211,Fenofibrate,,,,,,,,,,,,,,,2111,227,"Activation, PPARα",807,"Decreased, cholesterol",2112,807,"Decreased, cholesterol",1756,"Decreased,  plasma 11-ketotestosterone level",2113,1756,"Decreased,  plasma 11-ketotestosterone level",1758,"Impaired, Spermatogenesis",3487,1758,"Impaired, Spermatogenesis",2147,"Decreased, Viable Offspring",3488,2147,"Decreased, Viable Offspring",360,"Decrease, Population growth rate",,,,,,,,,,,,,,,,,,,,,,,,,
421,PPARG activation leading to intrahepatic cholestasis,1,,,,,,,,,,,,,,,,,,,,,"Altered gene expression, NRF2 dependent antioxidant pathway",1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"PPARgamma activation leading to sarcomas in rats, mice, and hamsters",PPARgamma-related sarcomas,,,,,,,,,,,,,,,,,,,,,"Increased, adipogenesis",1029,"Increased, secretion of local growth factors",1032,"Increased, proliferation of mesenchymal cells",1033,"Increased, IGF-1 (mouse)",1034,"Increased, Firbrosarcoma",1035,"Increased, liposarcoma",1036,"Increased, hemagiosarcoma",1037,,,,,,,"Activation of specific nuclear receptors, PPAR-gamma activation",1028,,,,,,,,,,,,,,,,,,,70,Troglitazone,,,,,,,,,,,,,,,,,,,737,1028,"Activation of specific nuclear receptors, PPAR-gamma activation",1029,"Increased, adipogenesis",738,1028,"Activation of specific nuclear receptors, PPAR-gamma activation",1032,"Increased, secretion of local growth factors",739,1029,"Increased, adipogenesis",1032,"Increased, secretion of local growth factors",740,1032,"Increased, secretion of local growth factors",1033,"Increased, proliferation of mesenchymal cells",741,1032,"Increased, secretion of local growth factors",1034,"Increased, IGF-1 (mouse)",742,1033,"Increased, proliferation of mesenchymal cells",1035,"Increased, Firbrosarcoma",743,1033,"Increased, proliferation of mesenchymal cells",1036,"Increased, liposarcoma",744,1033,"Increased, proliferation of mesenchymal cells",1037,"Increased, hemagiosarcoma",,,,,,,,,,
18,PPARα activation in utero leading to impaired fertility in males,PPARα activation leading to impaired fertility,"impaired, Fertility",406,"Malformation, Male reproductive tract",348,,,,,,,,,,,,,,,,,"Decrease, Steroidogenic acute regulatory protein (STAR)",266,"Reduction, Cholesterol transport in mitochondria",447,"Reduction, Testosterone synthesis in Leydig cells",413,"Reduction, fetal/adult testosterone ",446,"Decrease, Translocator protein (TSPO)",289,,,,,,,,,,,"Activation, PPARα",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,266,"Decrease, Steroidogenic acute regulatory protein (STAR)",447,"Reduction, Cholesterol transport in mitochondria",152,447,"Reduction, Cholesterol transport in mitochondria",413,"Reduction, Testosterone synthesis in Leydig cells",153,413,"Reduction, Testosterone synthesis in Leydig cells",446,"Reduction, fetal/adult testosterone ",240,227,"Activation, PPARα",266,"Decrease, Steroidogenic acute regulatory protein (STAR)",241,289,"Decrease, Translocator protein (TSPO)",447,"Reduction, Cholesterol transport in mitochondria",242,227,"Activation, PPARα",289,"Decrease, Translocator protein (TSPO)",303,348,"Malformation, Male reproductive tract",406,"impaired, Fertility",304,446,"Reduction, fetal/adult testosterone ",348,"Malformation, Male reproductive tract",,,,,,,,,,
37,PPARα activation leading to hepatocellular adenomas and carcinomas in rodents,PPARalpha-dependent liver tumors in rodents,"Increase, hepatocellular adenomas and carcinomas",719,,,,,,,,,,,,,,,,,,,"Increase, Phenotypic enzyme activity",1170,"Increase, cell proliferation (hepatocytes)",716,"Increase, Clonal Expansion of Altered Hepatic Foci",1171,,,,,,,,,,,,,,,"Activation, PPARα",227,,,,,,,,,,,,,,,,,,,205,pirinixic acid,191,Clofibrate,11,Bis(2-ethylhexyl) phthalate,206,Nafenopin,207,ciprofibrate,208,Gemfibrozil,175,PERFLUOROOCTANOIC ACID,210,Bezafibrate,211,Fenofibrate,,,2471,227,"Activation, PPARα",1170,"Increase, Phenotypic enzyme activity",923,1170,"Increase, Phenotypic enzyme activity",716,"Increase, cell proliferation (hepatocytes)",931,716,"Increase, cell proliferation (hepatocytes)",1171,"Increase, Clonal Expansion of Altered Hepatic Foci",925,1171,"Increase, Clonal Expansion of Altered Hepatic Foci",719,"Increase, hepatocellular adenomas and carcinomas",2470,227,"Activation, PPARα",716,"Increase, cell proliferation (hepatocytes)",2472,227,"Activation, PPARα",719,"Increase, hepatocellular adenomas and carcinomas",2473,716,"Increase, cell proliferation (hepatocytes)",719,"Increase, hepatocellular adenomas and carcinomas",,,,,,,,,,,,,,,
51,PPARα activation leading to impaired fertility in adult male rodents ,PPAR and reproductive toxicity,"impaired, Fertility",406,,,,,,,,,,,,,,,,,,,"Increase, Luteinizing hormone (LH) ",414,"Hyperplasia, Leydig cell",415,"Increase proliferation, Leydig cell ",416,"Reduction, fetal/adult testosterone ",446,"Reduction, Testosterone synthesis in Leydig cells",413,"Reduction, Cholesterol transport in mitochondria",447,,,,,,,,,"Activation, PPARα",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,416,"Increase proliferation, Leydig cell ",415,"Hyperplasia, Leydig cell",166,413,"Reduction, Testosterone synthesis in Leydig cells",446,"Reduction, fetal/adult testosterone ",167,447,"Reduction, Cholesterol transport in mitochondria",413,"Reduction, Testosterone synthesis in Leydig cells",168,446,"Reduction, fetal/adult testosterone ",414,"Increase, Luteinizing hormone (LH) ",169,414,"Increase, Luteinizing hormone (LH) ",416,"Increase proliferation, Leydig cell ",170,415,"Hyperplasia, Leydig cell",406,"impaired, Fertility",,,,,,,,,,,,,,,,,,,,
